"Common_Name","pro","anti","fitness","Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","ORF","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11"
NA,NA,NA,NA,"yil152w","yil152w","ORF","56545-57252","+","IX","yil152w",0.270247624137931,0.420721721212122,0.415948242105263,0.857807454761905,0.0514296229166655,0.0283110203703713,0.0751551354838708,0.3260151,0.226403053164556,0.147105301123596,-0.0453689495049505
NA,NA,NA,NA,"tgs1","ypl157w","ORF","254814-255761","+","XVI","ypl157w",-0.155350089655173,-0.311422942424241,-0.373306018421053,-0.773723773809524,-0.296022385416667,-0.101817062962962,0.115197816129032,0.697127264285714,0.304741406329114,0.130667005617977,-0.21148502970297
NA,NA,NA,NA,"yjr079w","yjr079w","ORF","580205-581239","+","X","yjr079w",-0.694480068965516,-0.571593687878789,-0.476751863157895,-0.241970735714286,-0.295332520833333,-0.255454007407407,-0.330180274193549,-0.263959524285714,-0.191793645569621,-0.188527259550562,-0.246503537623762
NA,NA,NA,NA,"nop16","yer002w","ORF","156803-157498","+","V","yer002w",0.88370562068966,-0.0519272121212135,-0.622697552631577,-2.58972014285715,-1.4697074375,-0.114152296296297,2.64105420967742,5.8009476,0.443898518987344,-2.88866085393258,-8.0660975049505
NA,NA,NA,NA,"sps2","ydr522c","ORF","1483795-1485303","-","IV","ydr522c",0.0994826113793103,0.102784807272727,0.0981683589473684,0.123776976904762,0.0571786910416666,0.0642071622222222,0.0959735206451614,0.157019079571429,0.052498437721519,-0.015902272247191,-0.118466936039604
NA,NA,NA,NA,"mgm1","yor211c","ORF","738924-741569","-","XV","yor211c",0.1905318,0.260249051515151,0.259997047368421,0.535750954761905,0.03439320625,-0.00791234814814772,0.00333240645161249,0.184908438571429,0.0633887316455695,-0.012311729213483,-0.14792099009901
NA,NA,NA,NA,"rsb1","yor049c","ORF","422668-423732","-","XV","yor049c",0.174534786206897,0.311786266666667,0.391755915789474,0.722607357142857,0.446606110416667,0.361521818518519,0.198886032258065,0.0643396028571429,0.157562258227848,0.180039969662921,0.237752657425743
NA,NA,NA,NA,"vid27","ynl212w","ORF","247461-249809","+","XIV","ynl212w",0.169374368965517,0.302728342424242,0.369509586842105,0.738706616666667,0.306277104166666,0.197631924074074,0.0767568919354836,0.00344640285714348,0.0464604088607596,0.0290366752808987,0.0214106000000001
NA,NA,NA,NA,"mtq1","ynl063w","ORF","507758-508702","+","XIV","ynl063w",0.0646911413793107,0.0686181212121205,0.0532694500000001,0.0920557214285714,-0.0312986083333329,0.0354702611111112,0.283052938709678,-0.0118528700000005,-0.227165096202532,-0.387864998876404,-0.56946349009901
NA,NA,NA,NA,"rpn2","yil075c","ORF","217863-220700","-","IX","yil075c",-0.577150206896552,-0.386513363636364,-0.19899404736842,0.143908300000001,0.129091677083334,0.0698471555555542,0.100291537096774,-0.897341041428571,-0.309555277215189,-0.0339153595505616,0.469121973267326
NA,NA,NA,NA,"ydr526c","ydr526c","ORF","1491075-1491545","-","IV","ydr526c",-0.403972668965517,-0.500150893939394,-0.471015944736843,-0.767053099999999,-0.0542750625000007,-0.0288413055555552,-0.289570735483871,0.0120025328571428,0.000105427848100919,0.0450746910112359,0.102723489108911
NA,NA,NA,NA,"cip1","ypl014w","ORF","527547-528692","+","XVI","ypl014w",-0.66895158620689,-0.797770818181823,-0.437822157894734,-1.64351690476191,1.77470204166667,2.38783588888889,3.44240953225807,-0.145961471428568,-0.589308265822788,-1.21626640449438,-1.51469941584158
NA,NA,NA,NA,"ydl032w","ydl032w","ORF","393690-394001","+","IV","ydl032w",0.101244905517241,0.119375597272727,0.133109712368421,0.200332542619048,0.136211214583333,0.0156139796296296,-0.204234244354839,-0.218374646,-0.0599040808860759,0.0331186322471909,0.193366095940594
NA,NA,NA,NA,"mrpl16","ybl038w","ORF","146187-146885","+","II","ybl038w",0.245366724137932,0.279507269696969,0.115000102631579,0.56691614047619,-0.7862758125,-1.05350075555556,-1.63093581129032,0.227226205714286,0.305986674683544,0.520534531460674,0.53873762079208
NA,NA,NA,NA,"ydr114c","ydr114c","ORF","681924-682226","-","IV","ydr114c",0.293211437931034,0.373098648484849,0.2819489,0.639054716666666,-0.294471666666666,-0.468433459259259,-0.656707061290323,-0.444486212857143,-0.147455696202532,0.069696411235955,0.326672635643565
NA,NA,NA,NA,"hsp10","yor020c","ORF","370524-370844","-","XV","yor020c",-6.51866434482758,-6.55739969696969,-5.25688905263159,-7.48472709523809,2.52534233333333,2.84452403703703,-0.866324725806447,-2.97929432857143,1.36015748101266,4.56623280898876,9.66857963366337
NA,NA,NA,NA,"coq6","ygr255c","ORF","1002523-1003962","-","VII","ygr255c",-0.647870872413793,-0.592542542424243,-0.472451202631578,-0.490705811904762,-0.0455394875,0.186325288888889,0.557233169354839,0.0283337942857145,0.0816066924050633,0.0966613561797749,0.138429774257426
"add37",0,0,1,"add37","ymr184w","ORF","628189-628785","+","XIII","ymr184w",0.451206965517242,0.562100475757575,0.531528492105264,1.0094432952381,0.0368077562499991,-0.163895083333332,-0.320172227419356,-0.123011965714286,-0.202931518987342,-0.280027883146068,-0.395142591089109
"sla1",0,0,1,"sla1","ybl007c","ORF","212632-216366","-","II","ybl007c",-0.580636796551723,-0.540770009090909,-0.403140831578948,-0.491860469047619,0.0914186229166673,0.440850238888888,1.24751145322581,0.0363102371428567,-0.351411769620253,-0.716239794382022,-1.09537171782178
NA,NA,NA,NA,"ydl109c","ydl109c","ORF","265258-267201","-","IV","ydl109c",0.035821128275862,0.06264128,0.087165402105263,0.147704230714286,0.125147160208333,0.0957513266666667,0.0685438866129032,-0.0916834012857142,0.0110607737974684,0.0690002228089887,0.180243859603961
NA,NA,NA,NA,"aim11","yer093c-a","ORF","347912-348400","-","V","yer093c-a",-0.036894741379311,0.0784640060606063,0.147096997368421,0.429552352380953,0.199848960416666,0.047390290740741,-0.313268732258065,-0.18724546,0.00233376835443051,0.0876801022471911,0.199123365346535
NA,NA,NA,NA,"ylr349w","ylr349w","ORF","827521-828027","+","XII","ylr349w",0.553834320689656,0.488981854545454,0.3435792,0.464744552380953,-0.416214033333334,-0.118593809259258,0.998539775806452,1.04641243857143,-0.014018596202532,-0.650852462921348,-1.57689429504951
"sic1",0,0,1,"sic1","ylr079w","ORF","286820-287674","+","XII","ylr079w",-1.53153102413793,-1.71424390909091,-1.76264842894737,-2.45635073095238,-1.48534713958333,-0.992013474074073,0.0443293983870958,-1.37247994285714,-0.225195241772152,0.659976398876404,1.94645184356436
"rrd2",0,0,1,"rrd2","ypl152w","ORF","265028-266104","+","XVI","ypl152w",0.0889628931034477,0.162880896969697,0.152446489473684,0.418955897619047,-0.051245910416667,-0.169987496296296,-0.403017929032259,-0.174033794285714,0.0465229924050634,0.218047562921348,0.424912988118812
NA,NA,NA,NA,"pop6","ygr030c","ORF","545681-546157","-","VII","ygr030c",0.0961153275862063,-0.0673708272727271,-0.231737013157894,-0.421162730952382,-0.71031913125,-0.698922692592593,-0.646109093548388,0.353329691428571,0.18252502278481,0.22009311235955,0.128395166336634
"cyt2",0,0,1,"cyt2","ykl087c","ORF","277189-277863","-","XI","ykl087c",0.442214655172412,0.630123933333334,0.689364565789474,1.24131740238095,0.278965179166666,0.418140018518519,1.33539557741936,0.321268772857142,-0.134015067088608,-0.552322373033706,-1.03816767326733
NA,NA,NA,NA,"ymr272w-a","ymr272w-a","ORF","810466-810579","+","XIII","ymr272w-a",-0.992824137931033,-1.28890090909091,-1.2999055,-3.17378978571428,0.0102541874999969,1.98363353703704,6.39784353225807,0.615403014285712,-2.05796481012658,-4.35028158426966,-6.97955548514852
NA,NA,NA,NA,"mrx1","yer077c","ORF","314534-316600","-","V","yer077c",-0.229666324137931,-0.277208396969697,-0.281277792105263,-0.419122388809524,-0.19129713125,-0.133038716296296,-0.0902990437096775,0.0102853328571429,0.0972038548101267,0.199713111910112,0.320249365643564
NA,NA,NA,NA,"mef1","ylr069c","ORF","271630-273915","-","XII","ylr069c",0.081826027586207,0.0656221939393938,0.0327969131578953,0.0629658047619044,-0.164815614583333,-0.100713896296296,0.27268435,-0.129756564285714,-0.265995451898734,-0.364175013483146,-0.447149817029703
NA,NA,NA,NA,"kel2","ygr238c","ORF","966039-968687","-","VII","ygr238c",0.136786254137931,0.175213563636363,0.16493157368421,0.305357902380952,0.0170446395833335,-0.0202116277777778,-0.0701840016129033,0.146294844285714,0.108244217721519,0.0896276191011236,0.0269718336633663
"pcl6",0,0,1,"pcl6","yer059w","ORF","272624-273886","+","V","yer059w",-0.684131972413793,-0.695319096969698,-0.64876535,-0.782392973809524,-0.39099425625,-0.144229831481481,0.270880779032258,-0.0862739485714287,-0.0472851873417721,-0.00580228651685388,0.0432813683168316
"idh1",0,1,0,"idh1","ynl037c","ORF","557920-559002","-","XIV","ynl037c",-4.09411565517242,-4.18799227878788,-3.82035491842105,-4.9017313452381,-1.75156085208333,-0.140077237037037,2.38555701612903,0.358632178571428,-0.0519953962025305,-0.323968956179777,-0.760972962376238
NA,NA,NA,NA,"msr1","yhr091c","ORF","284839-286770","-","VIII","yhr091c",-0.180027065862069,-0.211896238181818,-0.190532441052631,-0.324682063095238,-0.0446560016666666,0.107569918888889,0.42564178467742,0.196366004428571,0.00616670759493659,-0.124482960224719,-0.29054156980198
NA,NA,NA,NA,"bcp1","ydr361c","ORF","1195412-1196263","-","IV","ydr361c",0.711715620689654,0.528796757575757,0.443403552631579,0.274542023809527,0.396440687499998,-0.248181666666667,-2.0322139516129,0.593573928571429,0.131734278481012,-0.0952127640449442,-0.583678544554456
NA,NA,NA,NA,"rrp17","ydr412w","ORF","1294693-1295400","+","IV","ydr412w",0.842589827586208,0.31032975757576,-0.0743613157894735,-1.12005828571429,-0.857213562499999,-0.171795185185186,1.44541458064516,3.05475881428571,-0.361243126582279,-2.5976491235955,-5.97382078910891
NA,NA,NA,NA,"vps68","yol129w","ORF","77560-78114","+","XV","yol129w",0.36244465517242,1.22709442424242,1.64100068421053,3.88291435714286,1.36423764583333,1.13768796296296,1.32321106451613,-0.524929442857143,-0.199740481012658,-0.286908764044945,-0.223024524752473
NA,NA,NA,NA,"syt1","ypr095c","ORF","721037-724717","-","XVI","ypr095c",-0.00329192379310353,0.0240572321212122,0.0488092252631578,0.124213249761905,0.0672872583333336,0.0722213474074071,0.123438766774194,0.0191640385714287,-0.0392360456962025,-0.094528078764045,-0.154945108217822
NA,NA,NA,NA,"ygr039w","ygr039w","ORF","574888-575199","+","VII","ygr039w",0.0821475510344827,0.0440649996969695,0.0131047818421055,-0.041949415714286,-0.056890100625,-0.135531663148148,-0.25906151,-0.215819694857143,-0.0873901746835443,0.0124301579775281,0.167661814554456
NA,NA,NA,NA,"mdm35","ykl053c-a","ORF","339182-339442","-","XI","ykl053c-a",1.12729174137931,1.3253539,1.07618024736842,1.88113549047619,-0.295973208333331,-0.72399037037037,-1.1001502516129,-1.35410604428571,-0.712887900000001,-0.306563641573033,0.299741412871288
NA,NA,NA,NA,"ybr071w","ybr071w","ORF","380411-381046","+","II","ybr071w",0.453946786206897,0.751572212121213,0.922770742105263,1.588699,1.1378786625,0.924204181481481,0.555771917741935,-0.365290324285713,-0.071497256962025,-0.017738619101124,0.236267041584158
NA,NA,NA,NA,"iml2","yjl082w","ORF","281185-283380","+","X","yjl082w",0.1884971,0.24225263030303,0.207778249999999,0.413408554761906,-0.138961625,-0.0208344555555558,0.548992611290323,0.0209791071428569,-0.332038115189874,-0.615961559550561,-0.968320301980198
NA,NA,NA,NA,"ctk2","yjl006c","ORF","423138-424109","-","X","yjl006c",0.0280837344827587,0.0554698787878787,0.100968171052631,0.167942171428571,0.260283941666667,0.110590757407407,-0.333326832258065,-0.042818224285714,0.0499315569620255,0.103493177528089,0.176881473267327
NA,NA,NA,NA,"ygr164w","ygr164w","ORF","828625-828960","+","VII","ygr164w",0.00862379310344837,0.018808253030303,0.0410520534210527,0.0404609392857142,0.135684041458333,0.107679325925926,0.021667443548387,-0.0561558741428572,-0.00417101962025315,0.0175160239325842,0.0713541938613862
NA,NA,NA,NA,"rbk1","ycr036w","ORF","193297-194298","+","III","ycr036w",0.129480431034482,0.234000060606061,0.237029736842104,0.574610176190477,-0.0827425687500005,0.0645660074074072,0.772972467741936,-0.167234851428571,-0.13263057721519,-0.118311403370787,-0.00692302772277194
NA,NA,NA,NA,"sia1","yor137c","ORF","581813-583681","-","XV","yor137c",-0.240097755172413,-0.262287054545455,-0.176344994736842,-0.343576202380952,0.213651833333333,0.472337948148148,1.05466229193548,0.289741291428572,-0.0750469670886074,-0.358763165168539,-0.65110912079208
NA,NA,NA,NA,"rga2","ydr379w","ORF","1230167-1233196","+","IV","ydr379w",-0.0151964655172409,-0.0359600363636365,-0.04994555,-0.086967661904762,-0.113583635416666,-0.00842064814814841,0.368962011290323,-0.0624186614285713,-0.217161643037975,-0.33584676741573,-0.449253727128713
NA,NA,NA,NA,"bit2","ybr270c","ORF","742761-744398","-","II","ybr270c",0.0793143034482758,0.146684436363637,0.159837742105263,0.384085254761905,0.0376143249999998,-0.0482886481481482,-0.205462072580645,0.0121816814285715,0.100709237974684,0.166314292134831,0.225946434653465
NA,NA,NA,NA,"cox18","ygr062c","ORF","616328-617278","-","VII","ygr062c",-0.279745527586207,-0.292230348484848,-0.262858194736842,-0.321899471428572,-0.113678554166667,-0.0386667962962962,0.0813108516129031,-0.0577276157142855,-0.113541026835443,-0.151385160898876,-0.188447201188119
"aim24",0,0,1,"aim24","yjr080c","ORF","580432-581616","-","X","yjr080c",-0.351048048275863,-0.3097781,-0.347646463157894,-0.183767873809524,-0.639126499999999,-0.582989944444444,-0.343142064516129,-0.44856408,-0.256083596202532,-0.109618460674157,0.0506807633663367
NA,NA,NA,NA,"ira1","ybr140c","ORF","517350-526628","-","II","ybr140c",-0.0785878979310348,-0.0653589866666665,-0.0509670071052632,-0.0339160519047618,-0.00406446208333337,-0.0291483225925926,-0.130106400806452,-0.0501329204285715,0.00319857164556965,0.0325931940449438,0.0606685301980198
NA,NA,NA,NA,"smm1","ynr015w","ORF","653387-654541","+","XIV","ynr015w",-0.233598251724137,-0.32001000909091,-0.195520886842105,-0.619511188095237,0.554759837499999,0.772711648148148,1.06450871612903,0.522358165714286,0.0977970911392404,-0.235367562921348,-0.588378641584159
NA,NA,NA,NA,"ygl052w","ygl052w","ORF","403437-403742","+","VII","ygl052w",-0.0336424827586206,-0.0179929333333332,0.00140658421052632,-0.0884232785714283,0.0965861999999995,0.184187972222222,0.388871075806452,0.0679445957142859,-0.0349584139240508,-0.176711456179775,-0.361851435643565
NA,NA,NA,NA,"msk1","ynl073w","ORF","488386-490116","+","XIV","ynl073w",0.0597521551724134,0.139762863636363,0.226617834210527,0.390408559523809,0.375279510416667,0.417408937037037,0.665834908064516,-0.0169060642857143,-0.201452612658228,-0.409516738202247,-0.589982517821783
NA,NA,NA,NA,"ecm10","yel030w","ORF","94644-96578","+","V","yel030w",0.055346043448276,0.0644035206060606,0.0528528736842105,0.0969766042857143,-0.0199710583333333,-0.0430829894444445,-0.0646804493548387,-0.0533598588571429,0.0312042735443038,0.0992483519101123,0.191718948613862
"abp1",0,0.5,0.5,"abp1","ycr088w","ORF","265068-266846","+","III","ycr088w",-1.29305303103448,-1.13545962121212,-0.938347560526314,-0.854388626190477,-0.315356777083333,0.082997833333333,0.89552320967742,-0.829057158571428,-0.489813705063292,-0.378612028089887,-0.0951711574257425
NA,NA,NA,NA,"pap1","ykr002w","ORF","443232-444938","+","XI","ykr002w",0.292498106896552,0.37389382121212,0.35496197631579,0.709885966666666,0.0308614624999996,-0.171592488888888,-0.471637122580645,-0.20220448,-0.0691319556962023,0.0261527640449436,0.144321312871288
NA,NA,NA,NA,"bur2","ylr226w","ORF","589354-590541","+","XII","ylr226w",0.0134188034482757,-0.0810593818181812,-0.12414157631579,-0.304394845238096,-0.140735547916666,-0.126883661111111,-0.0934627854838711,0.0134777171428568,-0.0225457012658225,0.00703979999999987,0.0577800841584157
NA,NA,NA,NA,"rpn14","ygl004c","ORF","490703-491956","-","VII","ygl004c",-0.216666403448276,-0.178639648484848,-0.155369457894736,-0.0893019880952384,-0.132189566666667,-0.0582154166666666,0.13776920483871,-0.195639952857143,-0.0909858721518988,-0.0315012808988764,0.0703455316831684
NA,NA,NA,NA,"ydr391c","ydr391c","ORF","1257358-1258056","-","IV","ydr391c",1.25227372758621,1.62893955454546,1.59517460526316,2.89035467380952,0.489874872916666,-0.0934869259259269,-0.816250393548386,-0.360984614285714,-0.20071141772152,-0.204037717977528,-0.249842602970297
NA,NA,NA,NA,"swd2","ykl018w","ORF","404102-405091","+","XI","ykl018w",-0.225964727586207,-0.259445666666667,-0.231887157894737,-0.338614695238096,-0.0497466895833328,0.0167776907407405,0.0572662387096777,0.147376108571428,0.0201525443037976,-0.0508966213483143,-0.161330006930693
NA,NA,NA,NA,"pct1","ygr202c","ORF","903474-904748","-","VII","ygr202c",-1.88241367586207,-2.1050914,-1.97314465,-3.00659159285714,-0.8312762625,0.324516438888889,2.33732737419355,1.32986965285714,0.0986058215189877,-0.715735396629213,-1.89065375940594
NA,NA,NA,NA,"ygr015c","ygr015c","ORF","521090-522076","-","VII","ygr015c",-0.0752880206896552,0.0121614696969694,0.0658183105263158,0.254674111904762,0.142093016666667,0.111510912962963,0.00157322096774197,-0.0732842642857143,0.00121177215189868,0.0205193426966292,0.0496476594059406
NA,NA,NA,NA,"ura8","yjr103w","ORF","620754-622490","+","X","yjr103w",-0.211313948275861,-0.180696230303029,-0.191682678947369,-0.12435668095238,-0.362492220833334,-0.275139401851851,0.100400232258065,-0.305921411428572,-0.134810353164557,-0.0325986629213487,0.118157586138614
NA,NA,NA,NA,"vth2","yjl222w","ORF","11475-16124","+","X","yjl222w",-0.00775380655172414,-0.00568300727272726,-0.00232782868421053,-0.0027375138095238,0.01058853125,0.0131999209259259,0.0163072591935484,-0.00377045799999999,-0.00499571443037975,-0.00877477977528089,-0.0113946064356436
NA,NA,NA,NA,"ygl072c","ygl072c","ORF","371003-371362","-","VII","ygl072c",-0.2485154,-0.137977042424241,-0.0666586447368432,0.100321723809524,0.0574919229166667,0.189145437037038,0.537536580645161,-0.292916744285714,-0.00392730126582267,0.155566897752809,0.447560254455446
NA,NA,NA,NA,"mdr1","ygr100w","ORF","690245-693097","+","VII","ygr100w",-0.118218696551724,-0.0673819696969699,-0.0425263947368421,0.0864910380952382,-0.0596271187500001,-0.0335795222222224,0.071255548387097,-0.125543372857143,-0.107624792405063,-0.113873714606742,-0.110656477227723
NA,NA,NA,NA,"ubc11","yor339c","ORF","958362-958832","-","XV","yor339c",0.148478013793103,0.124951087878788,0.0574769631578946,0.0650286404761904,-0.265599752083333,-0.0749746444444444,0.489322895161291,0.543806361428571,0.117870602531646,-0.13827113258427,-0.552469569306931
NA,NA,NA,NA,"icp55","yer078c","ORF","316807-318342","-","V","yer078c",-0.438948010344827,-0.507972839393939,-0.497790981578948,-0.723961228571429,-0.292598583333333,-0.101974701851852,0.184296408064516,0.118313787142857,-0.0390254468354429,-0.118459011235955,-0.24717224
NA,NA,NA,NA,"psy2","ynl201c","ORF","260627-263203","-","XIV","ynl201c",-0.106380379310346,-0.21609692121212,-0.242539086842106,-0.530114102380952,-0.0901804749999998,-0.0852597000000002,-0.179034574193549,-0.108604535714286,0.048871711392405,0.212850635955056,0.459329665346535
NA,NA,NA,NA,"ylr225c","ylr225c","ORF","587695-588918","-","XII","ylr225c",-0.841093827586207,-1.01740010606061,-1.05995405526316,-1.38635547380952,-0.989914652083333,-0.437861859259259,0.532253941935485,1.23262346285714,-0.127752425316456,-0.915990165168539,-2.1734930980198
NA,NA,NA,NA,"cab2","yil083c","ORF","203556-204653","-","IX","yil083c",-0.41103161724138,-0.484756572727273,-0.426370739473684,-0.732294792857142,-0.012436235416667,0.0578658425925929,0.0364799000000002,0.0230535157142856,0.183731078481013,0.313865293258427,0.497753685148515
"mne1",0,0,1,"mne1","yor350c","ORF","992864-994855","-","XV","yor350c",-0.00727955172413837,0.00310586666666707,-0.00352013947368431,0.0442752785714283,-0.0586019208333333,-0.0356975129629629,0.0304909080645162,0.0266612957142858,-0.046736283544304,-0.0941186168539325,-0.165674433762376
NA,NA,NA,NA,"arb1","yer036c","ORF","223367-225199","-","V","yer036c",0.441550448275856,-0.171899181818172,-0.201204052631582,-1.71256390476191,1.18172720833333,0.520022851851852,-2.37891764516129,1.95493582857143,0.861063721518988,0.34017121348315,-0.617866534653466
NA,NA,NA,NA,"ydr413c","ydr413c","ORF","1294836-1295411","-","IV","ydr413c",0.927418896551728,0.304491757575757,-0.146690026315789,-1.37758683333333,-1.0646970625,-0.23509914814815,1.72419906451613,3.52542145714286,-0.39325340506329,-2.94685983146067,-6.80698032673268
NA,NA,NA,NA,"ehd3","ydr036c","ORF","523211-524713","-","IV","ydr036c",0.0111839482758618,0.016581551515152,0.0527531263157892,0.0509679976190478,0.198107897916667,0.130862846296296,-0.0308142016129037,-0.163108964285714,0.0837532949367086,0.26121871011236,0.555611596039604
NA,NA,NA,NA,"ydl187c","ydl187c","ORF","125509-125838","-","IV","ydl187c",-0.0605386013793104,-0.105452946060606,-0.116973434210526,-0.243204694761905,-0.0830825233333334,-0.0154177931481482,0.146699281451613,0.0371110892857144,-0.014252987721519,-0.0384073573033707,-0.0599184537623763
NA,NA,NA,NA,"est2","ylr318w","ORF","766542-769196","+","XII","ylr318w",-0.0568538375862068,-0.0675171921212123,-0.0628342294736841,-0.0949344340476192,-0.00916310874999992,-0.0172281683333334,-0.0939056053225807,0.0301728264285714,0.0444702526582278,0.0657849492134831,0.0823964952475248
NA,NA,NA,NA,"ylr282c","ylr282c","ORF","705071-705412","-","XII","ylr282c",-0.129083705172414,-0.0976722321212122,-0.0544787402631578,0.0197873857142857,0.0708039679166666,0.0494571135185184,-0.0477129022580645,-0.108075342,0.00295288493670884,0.0819536621348313,0.210339971980198
NA,NA,NA,NA,"mst27","ygl051w","ORF","403687-404391","+","VII","ygl051w",0.100018472413794,0.177967903333333,0.181369561052631,0.421217133333333,-0.00685011666666642,-0.0521005425925928,-0.0445767612903225,-0.0637036057142856,-0.0249031582278483,-0.0183745011235954,-0.023493903960396
NA,NA,NA,NA,"bud31","ycr063w","ORF","228318-228791","+","III","ycr063w",0.095036564827586,0.0625625360606059,-0.0038143602631579,-0.00458425476190476,-0.237306386041666,-0.25298768037037,-0.270401342419355,0.0753140964285715,0.0718218306329114,0.121380185955056,0.13484630009901
NA,NA,NA,NA,"mss4","ydr208w","ORF","868224-870563","+","IV","ydr208w",-0.340957637931035,-0.351023715151515,-0.291968247368421,-0.400292402380953,-0.0219119604166666,0.155962305555555,0.575116451612904,-0.16711811,-0.175117381012659,-0.202261206741573,-0.149023158415842
NA,NA,NA,NA,"hmra1","ycr097w","ORF","293835-294321","+","III","ycr097w",0.564942482758623,1.06577848484848,0.957782210526313,2.41844445238096,-0.141860812500004,-1.16522185185185,-3.72902974193549,-1.68128374285714,0.756445607594937,2.50512141573033,4.61999986138614
NA,NA,NA,NA,"rrp15","ypr143w","ORF","818323-819075","+","XVI","ypr143w",1.08605003448276,0.447713636363634,0.0711327105263137,-1.17927895238095,-0.548572208333334,0.149565259259258,1.49920951612903,4.68314795714286,0.0392661012658218,-3.00780540449438,-7.68822723960396
NA,NA,NA,NA,"yjl027c","yjl027c","ORF","391833-392249","-","X","yjl027c",-9.16268965517522e-05,0.013134553939394,0.0357494689473684,0.0474375254761904,0.100493540208333,0.103327987777778,0.0851950822580646,0.123509688285714,0.0563459153164557,-0.002782163258427,-0.090267414059406
NA,NA,NA,NA,"sna2","ydr525w-a","ORF","1490596-1490835","+","IV","ydr525w-a",0.799608262068961,0.76682554848485,0.374014731578947,0.771318376190476,-1.4487837875,-1.39233355185185,-0.42021848387097,-0.710466664285713,-0.338387502531646,0.0750880674157308,0.582677723762376
NA,NA,NA,NA,"oaz1","ypl052w","ORF","458799-459678","+","XVI","ypl052w",0.321352024137931,0.298450339393941,0.277836760526314,0.432624445238095,0.0572152041666666,-0.0504688055555549,-0.291025185483872,0.827065462857143,0.444933379746835,0.287745134831461,-0.0453379960396044
NA,NA,NA,NA,"tgl2","ydr058c","ORF","567723-568703","-","IV","ydr058c",0.0745660034482754,0.102549981818183,0.0578439789473681,0.220408004761905,-0.254345677083333,-0.25085867962963,-0.0776863983870966,-0.144157515714286,-0.0680314607594937,0.00527034494382046,0.0943425574257424
"hse1",0,0.666666666666667,0.333333333333333,"hse1","yhl002w","ORF","102612-103970","+","VIII","yhl002w",-0.214122093103449,-0.0465413272727273,0.0681171105263164,0.409972614285714,0.218394524999999,0.229784222222222,0.340399548387097,-0.351254138571428,-0.379689989873417,-0.521896321348314,-0.641170353465347
NA,NA,NA,NA,"hsm3","ybr272c","ORF","746361-747803","-","II","ybr272c",-0.083872772413793,-0.0402334060606058,-0.0098890710526315,0.0817186547619045,0.0274997020833334,0.0646602907407408,0.176468606451613,-0.068200622857143,-0.0996675278481011,-0.146899462921348,-0.188308869306931
NA,NA,NA,NA,"ygr270c-a","ygr270c-a","ORF","1027382-1027600","-","VII","ygr270c-a",-0.157106055172414,-0.0962097575757576,0.0145456763157896,0.0393739833333332,0.387446129166667,0.43850187037037,0.546533856451613,-0.115689757142857,-0.187120756962025,-0.325258524719101,-0.413398474257426
NA,NA,NA,NA,"css3","yol159c","ORF","17281-17796","-","XV","yol159c",0.162018551724138,0.400301666666666,0.509657031578947,1.12648412142857,0.435398283333333,0.256622674074074,-0.117430719354838,0.154228107142857,0.334514616455696,0.405947920224719,0.451795374257426
NA,NA,NA,NA,"opy2","ypr075c","ORF","695737-696819","-","XVI","ypr075c",1.76943082068966,2.24270633939394,2.20548776315789,3.8764685,0.787926333333333,0.0241725000000007,-0.719221258064518,-0.862254985714285,-0.246779113924051,0.0619824606741575,0.582463079207921
NA,NA,NA,NA,"stp4","ydl048c","ORF","366739-368211","-","IV","ydl048c",-0.330485620689656,-0.423855242424243,-0.151019684210526,-1.03997126190476,1.52462591666667,1.95667053703704,2.75874348387097,-0.238036814285713,-0.655076911392408,-1.21792368539326,-1.50192421782178
"gep3",0,0,1,"gep3","yor205c","ORF","725564-727234","-","XV","yor205c",-0.0978308068965516,-0.150728745454545,-0.174541486842105,-0.283974764285714,-0.16014715625,-0.133197781481481,-0.136151137096774,0.023593752857143,0.0315784075949368,0.0825844561797752,0.135589027722772
NA,NA,NA,NA,"nce101","yjl205c","ORF","50139-50443","-","X","yjl205c",0.665469848275859,0.840353860606062,0.714763636842103,1.27902408571429,-0.250720564583335,-0.157198775925925,0.580028379032259,-0.0241819771428575,0.0419490240506327,0.0699938741573032,0.0892598752475247
NA,NA,NA,NA,"whi5","yor083w","ORF","479533-480420","+","XV","yor083w",-0.290718013793103,-0.241178590909091,-0.173391394736843,-0.120403473809524,0.0400448062499999,0.129569901851852,0.213313383870968,0.136680084285714,0.0734603911392406,0.0161644022471908,-0.0740241445544553
"rho5",0,0,1,"rho5","ynl180c","ORF","299654-300649","-","XIV","ynl180c",-0.437091896551725,-0.550669606060608,-1.06120963947368,-0.406567326190477,-3.50230624583333,-3.40654844074074,-2.74415242580645,-0.135451417142857,0.272142627848101,1.08277685730337,1.63995169405941
NA,NA,NA,NA,"ygr115c","ygr115c","ORF","720372-721151","-","VII","ygr115c",0.0469027517241374,0.049310012121213,0.0561433763157887,0.115182590476191,0.0530879791666668,-0.0467782666666665,-0.188188861290323,-0.348825992857143,-0.265343964556962,-0.223460891011236,-0.104174210891089
